,Time,EGFR,RShGS,Ras,MKKK,MKKKP,MKK,MKKP,MKKPP,MK,MKP,MKPP,RasGDP,Ras_ShcGS,RasGTP
0,0.0,100.0,0.0,0.0,3.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0,1188.0,0.0,120.0
1,0.1,81.83012321046255,4.112397003940897e-09,0.01170476536198032,2.999987257660582,1.099444276090022e-05,1199.998864861755,0.0010601715786041099,4.2422940661883793e-10,1199.8686383076708,0.0728705140491765,4.246636831763511e-06,1228.040861828179,7.679237089598e-08,79.49051281000749
2,0.2,67.38205320929991,1.2615938552877094e-08,0.019461094783399153,2.9999606595602613,3.5804164544402366e-05,1199.997771508336,0.002151455230920343,1.8143981486592201e-09,1199.8676607065934,0.07353238257705419,4.503123117455304e-06,1255.0021355293677,3.108220056920394e-07,52.67549234692705
3,0.3,55.7850047140531,2.539983174962096e-08,0.024600590656320327,2.999925095945063,6.947592072639853e-05,1199.9966766053562,0.003243926561818405,4.190726423712421e-09,1199.8676529032457,0.07353766260751814,4.506938450993371e-06,1272.8700882563028,7.021790941854938e-07,34.90449405677939
4,0.4,46.4020956397941,4.2511471967865086e-08,0.028005925119764,2.999883848894835,0.00010877270214316,1199.9955759892819,0.004341876052169784,7.58551715614952e-09,1199.8676528506128,0.0735376979318912,4.506985225966755e-06,1284.7105005805513,1.2520470436708445e-06,23.12834221163944
5,0.5,38.759086023857144,6.41437003219647e-08,0.030262132659928085,2.9998390896462586,0.000151552980691438,1199.9944671172855,0.005447930658687485,1.2039185431404464e-08,1199.8676528065407,0.07353772758205114,4.5069950917260295e-06,1292.556180368519,1.964779763330237e-06,15.325247925598156
6,0.6,32.49735501683383,9.06968201713837e-08,0.03175692838294641,2.999792253290994,0.00019640120167564373,1199.9933485151735,0.0065636203860335056,1.7596100396237023e-08,1199.8676527973637,0.07353773390776772,4.506996291517056e-06,1297.7546696580728,2.8507687991310494e-06,10.154977592657128
7,0.7,27.341977227786433,1.2286084837650224e-07,0.03274721524454589,2.9997442870554485,0.0002423829391146195,1199.992219411752,0.00768975345488793,2.4302153962653534e-08,1199.867652777274,0.07353774715862148,4.5069962791108384e-06,1301.1990164802983,3.929686383205453e-06,6.7293283850599535
8,0.8,23.07956978277655,1.6169825074090406e-07,0.03340321476496324,2.9996958149874198,0.0002888824858569061,1199.9910794964662,0.008826665010734662,3.2203346157355784e-08,1199.8676528000874,0.0735377310802508,4.506996171456394e-06,1303.4810147801993,5.2336582753547915e-06,4.459717865648634
9,0.9,19.542646768955873,2.087157142064746e-07,0.03383776431106312,2.999647247260226,0.0003354950596736478,1199.989928758642,0.009974382048388205,4.1344969559402155e-08,1199.8676527877867,0.07353774016433101,4.50699602893034e-06,1304.9929857564107,6.810039410445405e-06,2.9559541868270385
10,1.0,16.598486022184915,2.6591854138070567e-07,0.034125593303810674,2.999598852076595,0.0003819558926088994,1199.9887673818928,0.011132731834346054,5.177115471451149e-08,1199.8676527940859,0.07353773548201918,4.506995939232804e-06,1305.9947673361435,8.723586012551792e-06,1.9596097996774824
11,1.1,14.140996521215298,3.3584591693343633e-07,0.03431621132135248,2.9995508037378755,0.00042809282548396025,1199.987595673583,0.012301414245805614,6.352461700842005e-08,1199.8676527871007,0.07353773938586976,4.506996357364812e-06,1306.6585123262707,1.1057946416387482e-05,1.2994663582791162
12,1.2,12.08473499411629,4.215873886811037e-07,0.03444242131110071,2.999503214392456,0.0004737949977922684,1199.9864140183608,0.013480049460003167,7.664652339570669e-08,1199.867652787206,0.07353773945426961,4.50699620586714e-06,1307.0982840349761,1.3916473861528904e-05,0.8620796981724959
13,1.3,10.360440869578602,5.267822351354494e-07,0.03452595665822259,2.999456155056157,0.0005189921175058084,1199.9852228474986,0.01466820944778589,9.117642743363297e-08,1199.867652783855,0.07353774192310025,4.506996726770162e-06,1307.389655053159,1.7422410585458174e-05,0.5722873967729522
14,1.4,8.911656720478746,6.556041508499797e-07,0.03458121832774193,2.99940966954653,0.0005636407190969468,1199.9840226186568,0.015865438746191247,1.0715224173974525e-07,1199.8676527808782,0.0735377424117012,4.506996616673552e-06,1307.5827011397614,2.171852092738434e-05,0.3802853867201428
15,1.5,7.692140726473067,8.127341398693665e-07,0.034617747341709984,2.9993637837005886,0.0006077150729260991,1199.9828138025691,0.017071268083040127,1.2461023091203e-07,1199.867652777921,0.07353774457002422,4.506997016142142e-06,1307.7105984186749,2.6966266165645214e-05,0.25307752941225686
16,1.6,6.663861502436089,1.0033239922764463e-06,0.03464186549376098,2.999318511490833,0.0006512011536785531,1199.981596874338,0.01828522337147669,1.4358501512775464e-07,1199.867652774875,0.0735377468785301,4.506997140656072e-06,1307.795328405248,3.334461219330115e-05,0.168801487021605
17,1.7,5.795428840823376,1.2329527549295687e-06,0.03465776159649405,2.999273859073543,0.0006940926478792249,1199.98037230774,0.019506831546231444,1.6410957923474138e-07,1199.8676527708835,0.07353774828212584,4.506997462247832e-06,1307.8514551467365,4.1048557471668746e-05,0.11297206397298475
18,1.8,5.060854315270374,1.5075784653894142e-06,0.034668211234584516,2.9992298274704314,0.0007363883091622752,1199.9791405715298,0.02073562433530318,1.8621528454076037e-07,1199.8676527667496,0.07353775028080418,4.506997643191788e-06,1307.88862805759,5.02874592153139e-05,0.07599200570952663
