,Time,EGF,RShGS,Ras,MKKK,MKKKP,MKK,MKKP,MKKPP,MK,MKP,MKPP,RasGDP,Ras_ShcGS,RasGTP
0,0.0,0.0,0.0,0.0,3.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0,1.98,0.0,0.02
1,0.1,1.708632431031982e-16,7.835245364013035e-08,2.357032867394467e-06,2.999996965822983,5.818647966945111e-07,1199.9988494404588,0.001073750176102486,9.581382209155496e-11,1199.868637879715,0.07287079114440129,4.2466122398867e-06,1.9800135398857743,2.1155506898888374e-09,0.01998388766737189
2,0.2,8.102838598986948e-15,3.0845590972154457e-07,4.711348253485434e-06,2.999993679159717,1.2361893867076562e-06,1199.9977150162122,0.0022044354049573205,4.09905834187588e-10,1199.8676607069233,0.07353237998443116,4.503124648926146e-06,1.9800272292506964,1.146269094368437e-08,0.019967811249439357
3,0.3,7.247255711425573e-14,6.866233744940221e-07,7.063727398298853e-06,2.999990049803713,1.9590356753907076e-06,1199.9965562632785,0.0033591501173340387,9.62053471901996e-10,1199.8676530266473,0.07353757925027991,4.5069029056611895e-06,1.980040879513663,2.886757950509872e-08,0.019951767831088558
4,0.4,3.3263117151500093e-13,1.210133237947162e-06,9.414174944029937e-06,2.999986079072235,2.7501402655698334e-06,1199.9953694652659,0.004541607872967754,1.7752677951437328e-09,1199.867652727386,0.0735377780349327,4.507003688412029e-06,1.9800544787484042,5.425492483825222e-08,0.01993576940904731
5,0.5,1.0662419700357202e-12,1.8763830910948807e-06,1.1762696935266829e-05,2.9999817682780483,3.609240685737629e-06,1199.994150976827,0.005755451346769808,2.876248224369628e-09,1199.8676527295402,0.07353777057080445,4.507002826407125e-06,1.9800680152779149,8.748708556573528e-08,0.019919827791772808
6,0.6,2.7322541978812506e-12,2.682827562554467e-06,1.4109300795133942e-05,2.9999771187291073,4.536075428663235e-06,1199.9928972224977,0.00700425339408214,4.295580050253085e-09,1199.86765272287,0.07353777477902866,4.507000097213214e-06,1.9800814776439266,1.2842457000519257e-07,0.019903954569472384
7,0.7,6.009396851508453e-12,3.626972768959014e-06,1.6453995300421446e-05,2.999972131728273,5.5303839888164e-06,1199.9916046955577,0.008291518110967601,6.0679524144325066e-09,1199.8676527006785,0.07353779405733997,4.507000795169251e-06,1.9800948546004995,1.7693037243797822e-07,0.0198881611160123
8,0.8,1.183052194209879e-11,4.70637493792535e-06,1.8796790557732915e-05,2.9999668085729603,6.591906902302762e-06,1199.990269956882,0.009620681851018307,8.23239594115203e-09,1199.867652658797,0.07353780732091554,4.507004355798793e-06,1.9801081351098047,2.3287020923603773e-07,0.019872458593096196
9,0.9,2.1413132587652047e-11,5.918639334025436e-06,2.1137697973511596e-05,2.9999611505555497,7.720385781566905e-06,1199.9888896341047,0.010995114533475042,1.083253908961326e-08,1199.8676526128702,0.07353783169984004,4.507007937479986e-06,1.9801213083386155,2.9611248579492675e-07,0.019856857954548664
