,Time,EGF,RShGS,Ras,MKKK,MKKKP,MKK,MKKP,MKKPP,MK,MKP,MKPP,RasGDP,Ras_ShcGS,RasGTP
0,0.0,13.0,0.0,0.0,3.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0,1.98,0.0,0.02
1,0.1,12.617663279460603,7.835279080342823e-08,2.3570328668002865e-06,2.9999969658230525,5.81864796682979e-07,1199.9988494404884,0.0010737502043094817,9.581382191788599e-11,1199.8686376984128,0.0728709222090582,4.246602115907589e-06,1.9800135398857714,2.115555206709539e-09,0.019983887667372517
2,0.2,12.250195733194563,3.085168423980552e-07,4.711348253439805e-06,2.999993679159723,1.2361893867036033e-06,1199.997715016216,0.002204435407655469,4.099058342838697e-10,1199.8676606860315,0.07353239414594515,4.5031290185912605e-06,1.980027229249003,1.1463965211374263e-08,0.01996781124985849
3,0.3,11.896936297777405,6.877739307457548e-07,7.063727399223495e-06,2.9999900498036696,1.959035675378662e-06,1199.9965562632622,0.0033591501002299797,9.620534720513254e-10,1199.8676528955314,0.07353766559465588,4.506935164857369e-06,1.9800408794669313,2.889850859537826e-08,0.01995176784688326
4,0.4,11.557255813309858,1.2188788111086866e-06,9.41417495349363e-06,2.999986079072224,2.7501402656937085e-06,1199.9953694652627,0.0045416078690183334,1.7752677932421922e-09,1199.867652786112,0.07353773831975459,4.506994159085346e-06,1.9800544782837484,5.452813123197769e-08,0.019935769600488068
5,0.5,11.230555320092563,1.91704846668502e-06,1.1762697013696638e-05,2.9999817682780843,3.6092406868304896e-06,1199.9941509768448,0.005755451363684361,2.8762482231078265e-09,1199.8676527448697,0.07353776372660274,4.507000637617747e-06,1.9800680126136299,8.889126598274661e-08,0.01991982905179706
6,0.6,10.916264471875918,2.8219434146563207e-06,1.4109301228203434e-05,2.9999771187290944,4.536075435916169e-06,1199.992897222509,0.007004253404955635,4.295580048920261e-09,1199.8676527249017,0.07353777399255938,4.507000487783546e-06,1.9800814668108762,1.335837376092614e-07,0.019903960242830414
7,0.7,10.613840054144449,4.012983893419894e-06,1.6453997088026158e-05,2.9999721317280104,5.530384025443526e-06,1199.991604695529,0.008291518083983263,6.0679524214748146e-09,1199.8676526975012,0.0735377886791164,4.507001766419476e-06,1.9800948197587698,1.9203038437447006e-07,0.019888180855723293
8,0.8,10.32276459696952,5.626706537353624e-06,1.8796796542886813e-05,2.999966808572195,6.591907043663781e-06,1199.9902699568665,0.009620681846843131,8.232395952994652e-09,1199.8676526603317,0.07353780913064983,4.507004438587586e-06,1.9801080405644642,2.703905969455417e-07,0.019872515611637137
9,0.9,10.042545073789872,7.874935970681106e-06,2.1137715102663575e-05,2.9999611505531805,7.72038624017809e-06,1199.9888896340947,0.010995114566579766,1.0832539121891868e-08,1199.8676526088586,0.07353783832367494,4.507008524525365e-06,1.9801210827646916,3.7853450248483236e-07,0.019857001087709786
10,1.0,9.772711677495783,1.1062700511744823e-05,2.3476773588327707e-05,2.999955158956024,8.915564653192782e-06,1199.9874604203337,0.01241812060594553,1.3916882474913085e-08,1199.8676525626515,0.07353786289651164,4.507010959766186e-06,1.9801338770613224,5.31028112946873e-07,0.019841691994520728
11,1.1,9.512816667522035,1.5605024031702955e-05,2.581400070673351e-05,2.999948835058336,1.0177186800374537e-05,1199.9859790731912,0.013892939873262674,1.753908995312719e-08,1199.8676524961147,0.07353790007189688,4.507015567659748e-06,1.980146322654793,7.480759914130385e-07,0.019826668897323242
12,1.2,9.262433282666178,2.2041893545875283e-05,2.8149436625140575e-05,2.9999421801288495,1.1504998961118731e-05,1199.9844424137043,0.015422748876326654,2.175829675655935e-08,1199.8676524245352,0.07353793934438226,4.507020211654263e-06,1.9801582772989188,1.056378936141536e-06,0.019812047299849568
13,1.3,9.021154712866792,3.105092676498938e-05,3.0483137683394124e-05,2.999935195425365,1.2898749581333352e-05,1199.982847325277,0.017010661780558645,2.663943267705634e-08,1199.8676523376919,0.07353798752168038,4.5070260555087275e-06,1.9801695462904865,1.4898761188390392e-06,0.019797987907726154
14,1.4,8.788593126072096,4.345743496585692e-05,3.281518237607924e-05,2.999927882191901,1.4358189836536506e-05,1199.9811907526052,0.018659731479841186,3.225356038290463e-08,1199.8676522401643,0.07353804133201407,4.50703254061154e-06,1.9801798705897145,2.0903517144372442e-06,0.019784707895233716
15,1.5,8.564378746198722,6.024169506959411e-05,3.514567871198969e-05,2.999920241654844,1.588307439253971e-05,1199.9794697005782,0.020372950690168826,3.86782280475543e-08,1199.8676521269222,0.07353810400712538,4.507040101289222e-06,1.9801889142968718,2.9078927647626517e-06,0.019772492963276826
16,1.6,8.348158978411677,8.254336729421013e-05,3.74747730296865e-05,2.9999122750178913,1.7473162405619243e-05,1199.9776812331395,0.022153253078669242,4.5997835731834206e-08,1199.867651998756,0.07353817485323925,4.507048666652303e-06,1.9801962517237048,4.001192141843295e-06,0.019761709955969726
17,1.7,8.139597578666935,0.00011166309061372543,3.980266032158036e-05,2.9999039834555794,1.9128218805893618e-05,1199.9758224721024,0.024003514443208182,5.4304015055100746e-08,1199.8676518526106,0.07353825570587896,4.5070584254580744e-06,1.9802013542911725,5.437696295191109e-06,0.019752819804605564
18,1.8,7.938373864678143,0.00014906135495845228,4.2129596091391724e-05,2.999895368105142,2.084801590865722e-05,1199.97389059589,0.02592655395958679,6.369602177555348e-08,1199.8676516876196,0.07353834695713923,4.507069465385419e-06,1.9802035774803965,7.293601459676476e-06,0.01974639056839722
19,1.9,7.74418196632689,0.00019635476990786428,4.44559097654212e-05,2.99988643005648,2.2632335405665867e-05,1199.9718828381904,0.02792513551837357,7.428114119991691e-08,1199.8676515012007,0.07353845011773313,4.507081888550154e-06,1.9802021480620826,9.653703407626973e-06,0.01974311034163598
20,2.0,7.556730113344284,0.0002553099220073022,4.678201963148071e-05,2.9998771703399747,2.448097078322014e-05,1199.969796486492,0.030001969174736354,8.617510630594128e-08,1199.8676512918921,0.07353856592109925,4.507095832043372e-06,1.9801961518113267,1.2611110162670652e-05,0.019743799810964677
21,2.1,7.375739950429775,0.000327835516183387,4.910844893311484e-05,2.9998675899124474,2.639373011037493e-05,1199.9676288805097,0.032159712706801784,9.95025258911988e-08,1199.8676510573182,0.07353869571018279,4.507111719636138e-06,1.9801845217522995,1.6266855895177594e-05,0.019749424380426147
22,2.2,7.200945898231716,0.00041597173592608657,5.143584388645881e-05,2.999857689639814,2.837043948519485e-05,1199.9653774104065,0.03440097337752368,1.1439732991880908e-07,1199.8676507948715,0.0735388409454755,4.507129235606282e-06,1.9801660274139417,2.072935419285992e-05,0.019761105444195234
23,2.3,7.032094533383364,0.0005218786510075569,5.3764992490783455e-05,2.9998474702777917,3.0410946870168788e-05,1199.9630395148672,0.036728309842255724,1.3100322377460725e-07,1199.8676505020985,0.07353900299290383,4.5071487955401306e-06,1.9801392648514649,2.6113793718300546e-05,0.019780130950319712
24,2.4,6.868944007703768,0.0006478225790937682,5.609684491054665e-05,2.999836932449054,3.251512663542221e-05,1199.960612678906,0.03914423431624314,1.494741597240845e-07,1199.8676501764164,0.07353918324857746,4.50717069717333e-06,1.9801026479622792,3.254141278237509e-05,0.019807964789543945
