,Time,EGFR,RShGS,Ras,MKKK,MKKKP,MKK,MKKP,MKKPP,MK,MKP,MKPP,RasGDP,Ras_ShcGS,RasGTP
0,0.0,100.0,0.0,0.0,3.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0,11880.0,0.0,120.0
1,0.1,81.83012320564487,4.400755397128579e-10,0.003404562140464537,2.9998739731240676,5.382510438382367e-05,1199.998441387221,0.001421947709528797,3.781586874342669e-10,1199.8686377310441,0.07287089926102286,4.246604189104451e-06,11997.844849764751,8.057399848461419e-08,2.010531180712952
2,0.2,67.3820530254683,1.4747533362809932e-09,0.0034643721277978984,2.9997171844929307,0.0001249851474013205,1199.995725546315,0.004049845661934456,3.1174012101396416e-09,1199.8676605799924,0.07353246478796809,4.503145258236823e-06,11999.910227611597,3.368439612226823e-07,0.06233883493484178
3,0.3,55.78500298345313,4.366566166573652e-09,0.0034687421844738827,2.999560805103362,0.00019602133164790993,1199.9917766206472,0.007909675890081182,1.1982310913071097e-08,1199.867652809265,0.07353771855037108,4.506953822937911e-06,11999.944480832757,9.950534442380585e-07,0.03002528948417101
4,0.4,46.40208729202743,1.4822926931038902e-08,0.0034721926662356684,2.9994053336009285,0.0002666461126692375,1199.9866193786602,0.012977082396104983,3.2447081074507713e-08,1199.8676526517118,0.07353781203854691,4.507003832958203e-06,11999.945042530886,3.2795524411885725e-06,0.02949006085387698
5,0.5,38.75906063247198,4.839808160492518e-08,0.00347562800216993,2.9992507721021213,0.00033685751682454825,1199.9802792166415,0.019226682114371316,7.160999977582035e-08,1199.867652461922,0.07353791525940773,4.507016149143789e-06,11999.945039252329,1.0939465232545298e-05,0.029482685937990565
6,0.6,32.497300251072296,1.3672140541642579e-07,0.0034790634654570892,2.9990971145205125,0.0004066582920304909,1199.97278112089,0.026633491625440642,1.3811518886891754e-07,1199.867652134748,0.07353809373850216,4.507036830384879e-06,11999.94500801797,3.221996770065409e-05,0.02948884384680363
7,0.7,27.341864942910032,3.331891180167673e-07,0.0034825000708240935,2.998944354652761,0.0004760512553337607,1199.9641496564427,0.03517294504237303,2.420763100306119e-07,1199.8676516164494,0.07353837725500162,4.507069957514808e-06,11999.944939084748,8.182940535046639e-05,0.02950386131009077
8,0.8,23.079353613168145,7.171818063637973e-07,0.0034859392831282578,2.998792486285988,0.0005450392277152724,1199.9544089726146,0.04482088872824014,3.950026585220742e-07,1199.8676508463557,0.07353879936592715,4.507119571905962e-06,11999.944801655816,0.00018253531066887303,0.029535325967188115
9,0.9,19.542289063327846,1.3963794155623878e-06,0.00348938365400508,2.998641503159482,0.0006136250508197446,1199.9435828085002,0.05555357593901561,6.097276151680152e-07,1199.867649756543,0.07353939766942029,4.5071902288745195e-06,11999.944552523419,0.00036618231788267987,0.029593972425906886
10,1.0,16.59794402709889,2.507141516190977e-06,0.0034928372158042884,2.99849139890692,0.0006818116128187015,1199.9316944980267,0.0673476618941084,9.003394158088535e-07,1199.8676482722426,0.07354021357397407,4.50728695064125e-06,11999.944135341217,0.0006740709398719815,0.029694009213869648
11,1.1,14.140218247433122,4.213179944162111e-06,0.003496305892764546,2.9983421669809407,0.0007496018822665759,1199.918766974425,0.08018019941486808,1.2821141897373457e-06,1199.8676463121722,0.0735412921189231,4.507415218636164e-06,11999.94348099118,0.0011567412970158698,0.02985297390137186
12,1.2,12.0836406385545,6.702867773919037e-06,0.003499797887436613,2.9981938005603177,0.0008169989498898871,1199.9048227739897,0.09402863525821421,1.7714512239672251e-06,1199.8676437889712,0.07354268172142447,4.507580909598085e-06,11999.942508255037,0.0018732606710566233,0.03009176850254906
13,1.3,10.358951721997721,1.018551490677622e-05,0.0035033240476247166,2.998046292440413,0.0008840060779874231,1199.889884038965,0.1088708073163528,2.3858105528695884e-06,1199.8676406094353,0.07354443405807064,4.507790323082184e-06,11999.941125651892,0.0028901168146242095,0.03043396661733511
14,1.4,8.909686324852446,1.4887080243366386e-05,0.0035068981682956804,2.9978996349101585,0.0009506267560170417,1199.8739725194957,0.12468494272592533,3.143652676144115e-06,1199.8676366749237,0.07354660382964119,4.508050121015706e-06,11999.939233006486,0.004279879212147227,0.030905593601459884
15,1.5,7.689591702209825,2.1045551698683983e-05,0.0035105372445482907,2.9977538196171416,0.0010168647616333845,1199.8571095745117,0.14144965704116724,4.064380594730311e-06,1199.8676318816306,0.07354924861577575,4.508367329666816e-06,11999.936723656156,0.00611970777334618,0.031534448417480355
16,1.6,6.660633525364721,2.890627814608806e-05,0.0035142616530989598,2.9976088374239342,0.0010827242257751813,1199.8393161714891,0.1591439545157822,5.168284126887535e-06,1199.8676261209084,0.07355242869135788,4.508749305835126e-06,11999.933486483435,0.008489812427807985,0.032349636616193375
17,1.7,5.791415817552498,3.871746046855116e-05,0.0035180952720858774,2.9974646782590133,0.001148209700270435,1199.8206128850554,0.17774722953159844,6.4764865254641485e-06,1199.8676192795522,0.07355620686958783,4.509203724469391e-06,11999.929408062824,0.011471941502970978,0.03338096896514389
18,1.8,5.055946981911511,5.072590906998274e-05,0.0035220655339567785,2.997321330964763,0.0012133262268344224,1199.8010198944035,0.19723926921059623,8.010893484343601e-06,1199.867611240076,0.07356064834818715,4.509738557383589e-06,11999.924374637501,0.015147940469237895,0.03465845455079194
19,1.9,4.432645916000197,6.517316111946195e-05,0.003526203418557611,2.9971787831450305,0.0012780794063283155,1199.7805569795128,0.2176002572116104,9.794144355538544e-06,1199.8676018809845,0.07356582055835525,4.510362056553493e-06,11999.918273989599,0.01959841770792297,0.036211793874533375
20,2.0,3.9035658868347336,8.229209850968014e-05,0.0035305433899280015,2.997037021018368,0.00134247546549096,1199.7592435163006,0.2388107785972284,1.184956683497006e-05,1199.8675910770144,0.07357179302978979,4.511082737960658e-06,11999.91099707498,0.024901569810294358,0.038069944092149574
21,2.1,3.453741177722899,0.00010230391040595098,0.0035351232842814237,2.9968960292723335,0.001406521323240086,1199.7370984705915,0.2608518258697482,1.4201132944105648e-05,1199.8675786993788,0.07357863725495976,4.511909365873534e-06,11999.902439516354,0.031132116099736852,0.04026071529064977
22,2.2,3.0706718602510117,0.00012541558285009084,0.003539984153497763,2.9967557909272613,0.0014702246527124045,1199.714140391105,0.28370480599458314,1.6873418453941768e-05,1199.867564615988,0.07358642656631657,4.512850938724431e-06,11999.892502852821,0.03836040741438661,0.042810432602923214
23,2.3,2.743903936938892,0.00015181784119452132,0.00354517006999187,2.9966162872086617,0.0015335939394250833,1199.6903874014229,0.30735154843480655,1.9891564978689334e-05,1199.8675486916563,0.07359523602027677,4.5139166759927714e-06,11999.881095582077,0.04665168600306874,0.045743651767255394
