,Time,EGF,RShGS,Ras,MKKK,MKKKP,MKK,MKKP,MKKPP,MK,MKP,MKPP,RasGDP,Ras_ShcGS,RasGTP
0,0.0,6.8,0.0,0.0,3.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0,1.98,0.0,0.02
1,0.1,6.599827297993743,7.835254440216148e-08,2.3570328667692563e-06,2.9999969658230556,5.818647964894693e-07,1199.9988494404904,0.001073750205894427,9.581382212063058e-11,1199.8686372573302,0.07287122052599275,4.246598690626677e-06,1.9800135398857495,2.1155534857673448e-09,0.019983887667369336
2,0.2,6.407102608612231,3.084726049457923e-07,4.711348253532525e-06,2.99999367915971,1.2361893867042803e-06,1199.9977150162117,0.002204435402900564,4.099058345029465e-10,1199.8676606624213,0.0735324096613647,4.50313207722157e-06,1.9800272292502308,1.1463040580455732e-08,0.01996781124955386
3,0.3,6.2215259956870135,6.869388909913095e-07,7.0637273988009445e-06,2.99999004980367,1.9590356753787374e-06,1199.9965562632628,0.0033591501007540813,9.620534721589682e-10,1199.8676529007516,0.07353766205705897,4.506936466549123e-06,1.980040879500845,2.887606389726237e-08,0.019951767835415312
4,0.4,6.042810284345253,1.2125338503981665e-06,9.414174946691065e-06,2.999986079072223,2.7501402656226946e-06,1199.9953694652627,0.004541607868839896,1.7752677940588651e-09,1199.8676528194612,0.07353771513174417,4.506991180577278e-06,1.9800544786209016,5.4329905291404815e-08,0.019935769461569816
5,0.5,5.870680475918566,1.8875568108560307e-06,1.1762696956541862e-05,2.9999817682780865,3.6092406860264817e-06,1199.9941509768453,0.005755451363432006,2.8762482251245533e-09,1199.867652742816,0.07353776481383938,4.507001362919176e-06,1.9800680145461889,8.787281878949209e-08,0.019919828137749725
6,0.6,5.704873194412839,2.7210943781120267e-06,1.4109300913934647e-05,2.999977118729122,4.536075430519803e-06,1199.9928972225098,0.007004253404800098,4.295580051787463e-09,1199.8676527221885,0.0735377757968648,4.5070003415572245e-06,1.9800814746659279,1.298432902510185e-07,0.019903956128579404
7,0.7,5.545136162301747,3.7332775496156207e-06,1.6453995792284022e-05,2.999972131728149,5.530383999090208e-06,1199.991604695531,0.00829151808304129,6.067952424367407e-09,1199.8676526977044,0.07353778852756747,4.507001447620397e-06,1.9800948450131084,1.8108741423725483e-07,0.019888166545795376
8,0.8,5.391227703544575,4.960143149537837e-06,1.8796792204872063e-05,2.9999668085727307,6.591906941470567e-06,1199.9902699568718,0.009620681842736121,8.232395977052806e-09,1199.86765266482,0.0735378060961379,4.507006717339159e-06,1.9801081090659312,2.4321206614385245e-07,0.019872474293468056
9,0.9,5.242916271974461,6.4587698262061106e-06,2.113770269173001e-05,2.9999611505549177,7.720385907152131e-06,1199.9888896341122,0.010995114551046355,1.0832539207898755e-08,1199.86765261629,0.07353783328741939,4.507006071761901e-06,1.9801212461305657,3.1885980870271196e-07,0.019856897410036756
10,1.0,5.099980003045907,8.312403212130838e-06,2.3476742186346408e-05,2.999955158960943,8.915563706237249e-06,1199.9874604203876,0.012418120556370324,1.3916882538302996e-08,1199.867652560389,0.0735378644379793,4.507012243970167e-06,1.9801342293073636,4.119893250982218e-07,0.01984145882117448
11,1.1,4.962206288169689,1.0635333566518939e-05,2.5813928716675536e-05,2.999948835070826,1.0177184387531935e-05,1199.9859790733415,0.013892939733049356,1.7539089817009177e-08,1199.8676524977416,0.07353789896450051,4.507014670148764e-06,1.9801470230433311,5.28147556768402e-07,0.01982618851444901
