,Time,EGF,RShGS,Ras,MKKK,MKKKP,MKK,MKKP,MKKPP,MK,MKP,MKPP,RasGDP,Ras_ShcGS,RasGTP
0,0.0,1.7,0.0,0.0,3.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0,1.98,0.0,0.02
1,0.1,1.6499195240216729,7.835245942609615e-08,2.357032867403345e-06,2.999996965822981,5.818647966987376e-07,1199.998849440459,0.0010737501756783914,9.581382209395459e-11,1199.868637884041,0.07287078809124635,4.246612489638291e-06,1.9800135398857739,2.1155507544744764e-09,0.019983887667371948
2,0.2,1.601633034216427,3.0845695445733984e-07,4.711348253487592e-06,2.999993679159717,1.2361893867077972e-06,1199.9977150162129,0.00220443540485854,4.099058341871084e-10,1199.8676607075065,0.07353237959570658,4.503124504797834e-06,1.9800272292506662,1.1462712771757893e-08,0.019967811249446552
3,0.3,1.5550748324869712,6.866431274653066e-07,7.063727398667374e-06,2.9999900498036696,1.9590356753741723e-06,1199.9965562632613,0.003359150100215852,9.62053471811179e-10,1199.8676529053962,0.07353765879177915,4.506932683104269e-06,1.9800408795128495,2.8868114846045437e-08,0.019951767831356396
4,0.4,1.5101816693699204,1.2102836703000268e-06,9.414174944402167e-06,2.99998607907221,2.7501402655903832e-06,1199.9953694652556,0.0045416078629721655,1.7752677938742744e-09,1199.8676528001545,0.07353772721784753,4.5069907327466045e-06,1.9800544787404128,5.425962656593807e-08,0.019935769412334742
5,0.5,1.4668926502464157,1.8770838851708483e-06,1.1762696936292611e-05,2.999981768278086,3.609240685741461e-06,1199.994150976843,0.0057554513622328045,2.8762482234185176e-09,1199.867652744595,0.07353776345846831,4.507000856610042e-06,1.9800680152320504,8.751127361695652e-08,0.019919827813456917
6,0.6,1.4251491453223208,2.685229765831017e-06,1.4109300802383764e-05,2.999977118729132,4.536075428604919e-06,1199.9928972225084,0.007004253404278275,4.295580049023857e-09,1199.8676527231664,0.0735377750968845,4.50700103109047e-06,1.980081477457055,1.2851360851544265e-07,0.019903954667261442
7,0.7,1.3848947032165146,3.633652540623128e-06,1.645399533186873e-05,2.9999721317281973,5.530383989730901e-06,1199.991604695529,0.008291518082091148,6.067952425650025e-09,1199.8676526943523,0.07353779073669686,4.507001647632699e-06,1.9800948539984562,1.7719151164728054e-07,0.019888161456863993
8,0.8,1.3460749680076152,4.7223372119180245e-06,1.8796790661390273e-05,2.9999668085729208,6.591906905119764e-06,1199.9902699568718,0.009620681840884113,8.23239605524871e-09,1199.867652646831,0.07353781829016107,4.507007660959499e-06,1.9801081334730126,2.335205230618738e-07,0.019872459579627473
9,0.9,1.3086375995249815,5.9526512054716564e-06,2.1137698269815075e-05,2.9999611505555372,7.720385788526115e-06,1199.9888896341165,0.010995114545468011,1.0832539302612679e-08,1199.8676526183192,0.07353783191280189,4.507007381487725e-06,1.9801213044250785,2.9754439452165176e-07,0.01985686043575215
