,Time,EGF,RShGS,Ras,MKKK,MKKKP,MKK,MKKP,MKKPP,MK,MKP,MKPP,RasGDP,Ras_ShcGS,RasGTP
0,0.0,68.0,0.0,0.0,3.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0,1.98,0.0,0.02
1,0.1,66.01606408996979,7.836163320753354e-08,2.357032866812552e-06,2.9999969658230508,5.818647966928902e-07,1199.9988494404868,0.0010737502037191527,9.581382193481874e-11,1199.8686378404718,0.07287082613778695,4.246609789934696e-06,1.9800135398856311,2.115665019461131e-09,0.01998388766738903
2,0.2,64.13865909222098,3.1010217359351096e-07,4.711348253689798e-06,2.9999936791597226,1.2361893867107896e-06,1199.9977150162156,0.002204435407839247,4.0990583428274134e-10,1199.8676608935705,0.07353225376339889,4.50309474772412e-06,1.9800272292048813,1.1497144568919203e-08,0.019967811260799752
3,0.3,62.3599336655568,7.174742929723251e-07,7.063727413924822e-06,2.999990049803668,1.959035675500222e-06,1199.9965562632615,0.0033591501002042923,9.620534718560818e-10,1199.8676528525423,0.07353769479759056,4.5069487415762895e-06,1.9800408782582208,2.969797059867119e-08,0.01995176825611409
4,0.4,60.67270380304093,1.4427272173232575e-06,9.4141751953369e-06,2.999986079072208,2.750140268363679e-06,1199.9953694652622,0.004541607869220987,1.7752677917790822e-09,1199.867652772377,0.07353774729891005,4.506996128053973e-06,1.9800544663524837,6.15342658638251e-08,0.019935774525329745
5,0.5,59.070388227767445,2.948407649274771e-06,1.1762699031392251e-05,2.9999817682779293,3.6092407152517218e-06,1199.994150976844,0.0057554513645447425,2.876248217592545e-09,1199.8676527528378,0.07353775813791417,4.506998580914068e-06,1.9800679447436758,1.2458633722062816e-07,0.01991986122434202
6,0.6,57.54695250075137,6.315793313549802e-06,1.410931225212706e-05,2.99997711872808,4.536075625749963e-06,1199.9928972225027,0.0070042534105768835,4.29558004527962e-09,1199.8676527279924,0.07353777186913871,4.507000148672545e-06,1.980081193158521,2.6350076083236626e-07,0.019904103965685812
7,0.7,56.096860052644395,1.3606998613485116e-05,1.6454042236872506e-05,2.999972131723136,5.5303849476409136e-06,1199.9916046954927,0.008291518116250214,6.067952463518604e-09,1199.8676526964236,0.07353778942163719,4.5070021448812585e-06,1.9800939474116122,5.684564015300757e-07,0.019888676726622378
8,0.8,54.71502874212742,2.8250581292875602e-05,1.879694661381676e-05,2.999966808553541,6.591910598770218e-06,1199.9902699567072,0.009620681992030918,8.232396211996428e-09,1199.867652659694,0.07353780956173138,4.507004574821936e-06,1.9801056954471596,1.1957750714807257e-06,0.01987393517958407
9,0.9,53.396791897227615,5.541370901692173e-05,2.1138141099097395e-05,2.9999611504931587,7.720397744002285e-06,1199.9888896335128,0.01099511510306372,1.0832540135325909e-08,1199.8676526146126,0.07353783442756312,4.5070076631115565e-06,1.980115542238054,2.3885936017627806e-06,0.019860531091839162
10,1.0,52.13786306286714,0.00010233054020245684,2.3477842646251084e-05,2.999955158787377,8.915597121951082e-06,1199.987460418501,0.012418122310542009,1.3916886042776366e-08,1199.8676525605938,0.0735378642929935,4.507011179583707e-06,1.9801220465874856,4.495784476885805e-06,0.01984955655829312
11,1.1,50.934303853630595,0.0001785653159808508,2.5816431137425218e-05,2.9999488346333507,1.0177268922261168e-05,1199.9859790680687,0.013892944671557902,1.7539101325896467e-08,1199.8676524974953,0.07353789913244803,4.507015392544826e-06,1.9801230351151191,7.987761604613576e-06,0.019842714145620267
12,1.2,49.78249450857181,0.00029619653707106523,2.815453239803195e-05,2.9999421791493948,1.15051888067494e-05,1199.9844424007224,0.015422761105987434,2.1758329259313063e-08,1199.8676524236807,0.07353793992626571,4.507020316510168e-06,1.9801153996434466,1.3468249755161687e-05,0.01984250765082109
13,1.3,48.67910683783756,0.0004699154154654114,3.049312461431814e-05,2.9999351933301646,1.2899156743104544e-05,1199.9828472949666,0.017010690472164944,2.663951727441664e-08,1199.867652338212,0.07353798716787303,4.5070260002439155e-06,1.9800948850424234,2.1681479907013903e-05,0.019852446951814835
14,1.4,47.621079356751366,0.0007170367636203727,3.283366971929546e-05,2.9999278779837404,1.4359009429374642e-05,1199.98119068657,0.018659794246399207,3.2253764361657224e-08,1199.8676522397018,0.0735380416422518,4.507032574690019e-06,1.9800558749190273,3.3514562351624575e-05,0.019877259810061602
15,1.5,46.605594321110786,0.0010574305820641545,3.517826873044988e-05,2.999920233648182,1.5884636791055544e-05,1199.9794695650382,0.020373079978775598,3.8678688076851516e-08,1199.8676521272096,0.0735381038163744,4.507040104281665e-06,1.9799911817780758,4.999537146556837e-05,0.019923103666078638
16,1.6,45.6300566497401,0.0015133756550049099,3.7529842291264106e-05,2.999912260482693,1.7476003527662595e-05,1199.9776809689893,0.022153505827059057,4.599881498696034e-08,1199.8676519985956,0.0735381749546645,4.507048664321965e-06,1.9798918482639696,7.228589042929767e-05,0.01999777086867306
17,1.7,44.69207463675884,0.0021093436737979507,3.98923356618175e-05,2.9999039581293303,1.913317651785125e-05,1199.9758219801026,0.02400398648977409,5.430599879036843e-08,1199.8676518526504,0.07353825567608391,4.507058432522365e-06,1.9797469658549185,0.0001016713667829329,0.020110880616302253
18,1.8,43.789442210446616,0.002871732402079617,4.227094440632236e-05,2.9998953255427865,2.0856358582884985e-05,1199.973889715304,0.025927400877559934,6.369987071624275e-08,1199.867651687515,0.07353834702195162,4.507069462462156e-06,1.9795435165878503,0.0001395461998788749,0.02027405111512715
