environment | time (minute),GAP | GAP (dimensionless) | Run #1,GAP | GAP (dimensionless) | Run #2,GAP | GAP' (dimensionless/minute) | Run #1,GAP | GAP' (dimensionless/minute) | Run #2,Ras_GAP | Ras_GAP (dimensionless) | Run #1,Ras_GAP | Ras_GAP (dimensionless) | Run #2,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #1,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #2,Ras_Raf | Ras_Raf (dimensionless) | Run #1,Ras_Raf | Ras_Raf (dimensionless) | Run #2,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #1,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #2,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #1,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #2,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #1,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #2,RasGDP | RasGDP (dimensionless) | Run #1,RasGDP | RasGDP (dimensionless) | Run #2,RasGDP | RasGDP' (dimensionless/minute) | Run #1,RasGDP | RasGDP' (dimensionless/minute) | Run #2,RasGTP | RasGTP (dimensionless) | Run #1,RasGTP | RasGTP (dimensionless) | Run #2,RasGTP | RasGTP' (dimensionless/minute) | Run #1,RasGTP | RasGTP' (dimensionless/minute) | Run #2,ShcGS | ShcGS (dimensionless) | Run #1,ShcGS | ShcGS (dimensionless) | Run #2,ShcGS | ShcGS' (dimensionless/minute) | Run #1,ShcGS | ShcGS' (dimensionless/minute) | Run #2,v12 | k12 (first_order_rate_constant) | Run #1,v12 | k12 (first_order_rate_constant) | Run #2,v12 | kn12 (first_order_rate_constant) | Run #1,v12 | kn12 (first_order_rate_constant) | Run #2,v12 | v12 (first_order_rate_constant) | Run #1,v12 | v12 (first_order_rate_constant) | Run #2,v13 | k_13 (first_order_rate_constant) | Run #1,v13 | k_13 (first_order_rate_constant) | Run #2,v13 | v13 (first_order_rate_constant) | Run #1,v13 | v13 (first_order_rate_constant) | Run #2,v14 | k14 (first_order_rate_constant) | Run #1,v14 | k14 (first_order_rate_constant) | Run #2,v14 | kn14 (first_order_rate_constant) | Run #1,v14 | kn14 (first_order_rate_constant) | Run #2,v14 | v14 (first_order_rate_constant) | Run #1,v14 | v14 (first_order_rate_constant) | Run #2,v15 | k15 (first_order_rate_constant) | Run #1,v15 | k15 (first_order_rate_constant) | Run #2,v15 | v15 (first_order_rate_constant) | Run #1,v15 | v15 (first_order_rate_constant) | Run #2,v16 | k16 (first_order_rate_constant) | Run #1,v16 | k16 (first_order_rate_constant) | Run #2,v16 | kn16 (first_order_rate_constant) | Run #1,v16 | kn16 (first_order_rate_constant) | Run #2,v16 | v16 (first_order_rate_constant) | Run #1,v16 | v16 (first_order_rate_constant) | Run #2
0.262,15000,15000,4.54469e-05,4.54469e-05,7.57437e-06,7.57437e-06,-4.54469e-05,-4.54469e-05,0.00165272,0.00165272,-0.00495808,-0.00495808,0,0,0,0,20000,20000,0.00545355,0.00545355,7.81675e-05,7.81675e-05,-0.000450024,-0.000450024,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0054081,0.0054081,720,720,0.00545355,0.00545355,0.0012,0.0012,3,3,-0.00495808,-0.00495808
0.263,15000,15000,4.37972e-05,4.37972e-05,7.52964e-06,7.52964e-06,-4.37972e-05,-4.37972e-05,0.00164777,0.00164777,-0.00494322,-0.00494322,0,0,0,0,20000,20000,0.00542134,0.00542134,7.77243e-05,7.77243e-05,-0.00043432,-0.00043432,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00537754,0.00537754,720,720,0.00542134,0.00542134,0.0012,0.0012,3,3,-0.00494322,-0.00494322
0.264,15000,15000,4.22474e-05,4.22474e-05,7.48643e-06,7.48643e-06,-4.22474e-05,-4.22474e-05,0.00164284,0.00164284,-0.00492842,-0.00492842,0,0,0,0,20000,20000,0.00539023,0.00539023,7.72956e-05,7.72956e-05,-0.000419564,-0.000419564,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00534798,0.00534798,720,720,0.00539023,0.00539023,0.0012,0.0012,3,3,-0.00492842,-0.00492842
0.265,15000,15000,4.07942e-05,4.07942e-05,7.44469e-06,7.44469e-06,-4.07942e-05,-4.07942e-05,0.00163792,0.00163792,-0.00491365,-0.00491365,0,0,0,0,20000,20000,0.00536017,0.00536017,7.68808e-05,7.68808e-05,-0.000405725,-0.000405725,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00531938,0.00531938,720,720,0.00536017,0.00536017,0.0012,0.0012,3,3,-0.00491365,-0.00491365
0.266,15000,15000,3.94348e-05,3.94348e-05,7.40437e-06,7.40437e-06,-3.94348e-05,-3.94348e-05,0.00163301,0.00163301,-0.00489894,-0.00489894,0,0,0,0,20000,20000,0.00533115,0.00533115,7.64796e-05,7.64796e-05,-0.000392776,-0.000392776,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00529171,0.00529171,720,720,0.00533115,0.00533115,0.0012,0.0012,3,3,-0.00489894,-0.00489894
0.267,15000,15000,3.81666e-05,3.81666e-05,7.36544e-06,7.36544e-06,-3.81666e-05,-3.81666e-05,0.00162812,0.00162812,-0.00488426,-0.00488426,0,0,0,0,20000,20000,0.00530312,0.00530312,7.60917e-05,7.60917e-05,-0.000380691,-0.000380691,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00526495,0.00526495,720,720,0.00530312,0.00530312,0.0012,0.0012,3,3,-0.00488426,-0.00488426
0.268,15000,15000,3.69792e-05,3.69792e-05,7.32775e-06,7.32775e-06,-3.69792e-05,-3.69792e-05,0.00162324,0.00162324,-0.00486963,-0.00486963,0,0,0,0,20000,20000,0.00527598,0.00527598,7.57156e-05,7.57156e-05,-0.000369373,-0.000369373,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.005239,0.005239,720,720,0.00527598,0.00527598,0.0012,0.0012,3,3,-0.00486963,-0.00486963
0.269,15000,15000,3.58634e-05,3.58634e-05,7.29117e-06,7.29117e-06,-3.58634e-05,-3.58634e-05,0.00161838,0.00161838,-0.00485504,-0.00485504,0,0,0,0,20000,20000,0.00524964,0.00524964,7.535e-05,7.535e-05,-0.000358734,-0.000358734,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00521378,0.00521378,720,720,0.00524964,0.00524964,0.0012,0.0012,3,3,-0.00485504,-0.00485504
0.27,15000,15000,3.48214e-05,3.48214e-05,7.25572e-06,7.25572e-06,-3.48214e-05,-3.48214e-05,0.00161353,0.00161353,-0.0048405,-0.0048405,0,0,0,0,20000,20000,0.00522412,0.00522412,7.49952e-05,7.49952e-05,-0.000348796,-0.000348796,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0051893,0.0051893,720,720,0.00522412,0.00522412,0.0012,0.0012,3,3,-0.0048405,-0.0048405
0.271,15000,15000,3.38487e-05,3.38487e-05,7.22134e-06,7.22134e-06,-3.38487e-05,-3.38487e-05,0.0016087,0.0016087,-0.004826,-0.004826,0,0,0,0,20000,20000,0.00519937,0.00519937,7.46506e-05,7.46506e-05,-0.000339515,-0.000339515,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00516552,0.00516552,720,720,0.00519937,0.00519937,0.0012,0.0012,3,3,-0.004826,-0.004826
0.272,15000,15000,3.29406e-05,3.29406e-05,7.18796e-06,7.18796e-06,-3.29406e-05,-3.29406e-05,0.00160388,0.00160388,-0.00481155,-0.00481155,0,0,0,0,20000,20000,0.00517533,0.00517533,7.43156e-05,7.43156e-05,-0.000330847,-0.000330847,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00514239,0.00514239,720,720,0.00517533,0.00517533,0.0012,0.0012,3,3,-0.00481155,-0.00481155
0.273,15000,15000,3.20918e-05,3.20918e-05,7.15551e-06,7.15551e-06,-3.20918e-05,-3.20918e-05,0.00159907,0.00159907,-0.00479713,-0.00479713,0,0,0,0,20000,20000,0.00515197,0.00515197,7.39894e-05,7.39894e-05,-0.000322741,-0.000322741,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00511987,0.00511987,720,720,0.00515197,0.00515197,0.0012,0.0012,3,3,-0.00479713,-0.00479713
0.274,15000,15000,3.12965e-05,3.12965e-05,7.12389e-06,7.12389e-06,-3.12965e-05,-3.12965e-05,0.00159428,0.00159428,-0.00478276,-0.00478276,0,0,0,0,20000,20000,0.0051292,0.0051292,7.36712e-05,7.36712e-05,-0.000315143,-0.000315143,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00509791,0.00509791,720,720,0.0051292,0.0051292,0.0012,0.0012,3,3,-0.00478276,-0.00478276
0.275,15000,15000,3.05483e-05,3.05483e-05,7.09303e-06,7.09303e-06,-3.05483e-05,-3.05483e-05,0.00158951,0.00158951,-0.00476844,-0.00476844,0,0,0,0,20000,20000,0.00510698,0.00510698,7.33602e-05,7.33602e-05,-0.000307992,-0.000307992,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00507643,0.00507643,720,720,0.00510698,0.00510698,0.0012,0.0012,3,3,-0.00476844,-0.00476844
0.276,15000,15000,2.98629e-05,2.98629e-05,7.06313e-06,7.06313e-06,-2.98629e-05,-2.98629e-05,0.00158475,0.00158475,-0.00475415,-0.00475415,0,0,0,0,20000,20000,0.00508545,0.00508545,7.30584e-05,7.30584e-05,-0.000301437,-0.000301437,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00505559,0.00505559,720,720,0.00508545,0.00508545,0.0012,0.0012,3,3,-0.00475415,-0.00475415
0.277,15000,15000,2.92297e-05,2.92297e-05,7.03406e-06,7.03406e-06,-2.92297e-05,-2.92297e-05,0.00158,0.00158,-0.00473991,-0.00473991,0,0,0,0,20000,20000,0.00506452,0.00506452,7.27644e-05,7.27644e-05,-0.000295377,-0.000295377,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00503529,0.00503529,720,720,0.00506452,0.00506452,0.0012,0.0012,3,3,-0.00473991,-0.00473991
0.278,15000,15000,2.86394e-05,2.86394e-05,7.00566e-06,7.00566e-06,-2.86394e-05,-2.86394e-05,0.00157527,0.00157527,-0.00472572,-0.00472572,0,0,0,0,20000,20000,0.00504408,0.00504408,7.24771e-05,7.24771e-05,-0.000289724,-0.000289724,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00501544,0.00501544,720,720,0.00504408,0.00504408,0.0012,0.0012,3,3,-0.00472572,-0.00472572
0.279,15000,15000,2.80869e-05,2.80869e-05,6.97788e-06,6.97788e-06,-2.80869e-05,-2.80869e-05,0.00157055,0.00157055,-0.00471156,-0.00471156,0,0,0,0,20000,20000,0.00502408,0.00502408,7.21955e-05,7.21955e-05,-0.00028443,-0.00028443,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00499599,0.00499599,720,720,0.00502408,0.00502408,0.0012,0.0012,3,3,-0.00471156,-0.00471156
0.28,15000,15000,2.75666e-05,2.75666e-05,6.95063e-06,6.95063e-06,-2.75666e-05,-2.75666e-05,0.00156584,0.00156584,-0.00469745,-0.00469745,0,0,0,0,20000,20000,0.00500445,0.00500445,7.1919e-05,7.1919e-05,-0.000279441,-0.000279441,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00497689,0.00497689,720,720,0.00500445,0.00500445,0.0012,0.0012,3,3,-0.00469745,-0.00469745
0.281,15000,15000,2.70724e-05,2.70724e-05,6.92382e-06,6.92382e-06,-2.70724e-05,-2.70724e-05,0.00156115,0.00156115,-0.00468338,-0.00468338,0,0,0,0,20000,20000,0.00498515,0.00498515,7.16467e-05,7.16467e-05,-0.0002747,-0.0002747,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00495808,0.00495808,720,720,0.00498515,0.00498515,0.0012,0.0012,3,3,-0.00468338,-0.00468338
0.282,15000,15000,2.65975e-05,2.65975e-05,6.89734e-06,6.89734e-06,-2.65975e-05,-2.65975e-05,0.00155648,0.00155648,-0.00466935,-0.00466935,0,0,0,0,20000,20000,0.00496609,0.00496609,7.13777e-05,7.13777e-05,-0.000270142,-0.000270142,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00493949,0.00493949,720,720,0.00496609,0.00496609,0.0012,0.0012,3,3,-0.00466935,-0.00466935
0.283,15000,15000,2.61381e-05,2.61381e-05,6.87115e-06,6.87115e-06,-2.61381e-05,-2.61381e-05,0.00155182,0.00155182,-0.00465536,-0.00465536,0,0,0,0,20000,20000,0.00494723,0.00494723,7.11115e-05,7.11115e-05,-0.000265732,-0.000265732,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00492109,0.00492109,720,720,0.00494723,0.00494723,0.0012,0.0012,3,3,-0.00465536,-0.00465536
0.284,15000,15000,2.57309e-05,2.57309e-05,6.84578e-06,6.84578e-06,-2.57309e-05,-2.57309e-05,0.00154717,0.00154717,-0.00464142,-0.00464142,0,0,0,0,20000,20000,0.00492896,0.00492896,7.08531e-05,7.08531e-05,-0.000261816,-0.000261816,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00490323,0.00490323,720,720,0.00492896,0.00492896,0.0012,0.0012,3,3,-0.00464142,-0.00464142
0.285,15000,15000,2.5346e-05,2.5346e-05,6.82079e-06,6.82079e-06,-2.5346e-05,-2.5346e-05,0.00154253,0.00154253,-0.00462751,-0.00462751,0,0,0,0,20000,20000,0.00491097,0.00491097,7.05983e-05,7.05983e-05,-0.000258113,-0.000258113,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00488563,0.00488563,720,720,0.00491097,0.00491097,0.0012,0.0012,3,3,-0.00462751,-0.00462751
0.286,15000,15000,2.49809e-05,2.49809e-05,6.79615e-06,6.79615e-06,-2.49809e-05,-2.49809e-05,0.00153791,0.00153791,-0.00461365,-0.00461365,0,0,0,0,20000,20000,0.00489323,0.00489323,7.03469e-05,7.03469e-05,-0.000254597,-0.000254597,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00486825,0.00486825,720,720,0.00489323,0.00489323,0.0012,0.0012,3,3,-0.00461365,-0.00461365
0.287,15000,15000,2.46327e-05,2.46327e-05,6.77181e-06,6.77181e-06,-2.46327e-05,-2.46327e-05,0.00153331,0.00153331,-0.00459983,-0.00459983,0,0,0,0,20000,20000,0.00487571,0.00487571,7.00984e-05,7.00984e-05,-0.000251242,-0.000251242,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00485107,0.00485107,720,720,0.00487571,0.00487571,0.0012,0.0012,3,3,-0.00459983,-0.00459983
0.288,15000,15000,2.4299e-05,2.4299e-05,6.74774e-06,6.74774e-06,-2.4299e-05,-2.4299e-05,0.00152871,0.00152871,-0.00458605,-0.00458605,0,0,0,0,20000,20000,0.00485838,0.00485838,6.98525e-05,6.98525e-05,-0.000248024,-0.000248024,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00483408,0.00483408,720,720,0.00485838,0.00485838,0.0012,0.0012,3,3,-0.00458605,-0.00458605
0.289,15000,15000,2.3977e-05,2.3977e-05,6.7239e-06,6.7239e-06,-2.3977e-05,-2.3977e-05,0.00152413,0.00152413,-0.00457232,-0.00457232,0,0,0,0,20000,20000,0.00484121,0.00484121,6.96089e-05,6.96089e-05,-0.000244918,-0.000244918,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00481723,0.00481723,720,720,0.00484121,0.00484121,0.0012,0.0012,3,3,-0.00457232,-0.00457232
0.29,15000,15000,2.36643e-05,2.36643e-05,6.70025e-06,6.70025e-06,-2.36643e-05,-2.36643e-05,0.00151957,0.00151957,-0.00455862,-0.00455862,0,0,0,0,20000,20000,0.00482418,0.00482418,6.93671e-05,6.93671e-05,-0.0002419,-0.0002419,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00480052,0.00480052,720,720,0.00482418,0.00482418,0.0012,0.0012,3,3,-0.00455862,-0.00455862
0.291,15000,15000,2.33688e-05,2.33688e-05,6.67691e-06,6.67691e-06,-2.33688e-05,-2.33688e-05,0.00151502,0.00151502,-0.00454496,-0.00454496,0,0,0,0,20000,20000,0.00480738,0.00480738,6.91283e-05,6.91283e-05,-0.000239045,-0.000239045,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00478401,0.00478401,720,720,0.00480738,0.00480738,0.0012,0.0012,3,3,-0.00454496,-0.00454496
0.292,15000,15000,2.31012e-05,2.31012e-05,6.65403e-06,6.65403e-06,-2.31012e-05,-2.31012e-05,0.00151048,0.00151048,-0.00453135,-0.00453135,0,0,0,0,20000,20000,0.00479091,0.00479091,6.88939e-05,6.88939e-05,-0.000236454,-0.000236454,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0047678,0.0047678,720,720,0.00479091,0.00479091,0.0012,0.0012,3,3,-0.00453135,-0.00453135
0.293,15000,15000,2.28469e-05,2.28469e-05,6.63141e-06,6.63141e-06,-2.28469e-05,-2.28469e-05,0.00150595,0.00150595,-0.00451778,-0.00451778,0,0,0,0,20000,20000,0.00477461,0.00477461,6.8662e-05,6.8662e-05,-0.000233991,-0.000233991,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00475177,0.00475177,720,720,0.00477461,0.00477461,0.0012,0.0012,3,3,-0.00451778,-0.00451778
0.294,15000,15000,2.26051e-05,2.26051e-05,6.60902e-06,6.60902e-06,-2.26051e-05,-2.26051e-05,0.00150144,0.00150144,-0.00450424,-0.00450424,0,0,0,0,20000,20000,0.00475849,0.00475849,6.84324e-05,6.84324e-05,-0.000231645,-0.000231645,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00473589,0.00473589,720,720,0.00475849,0.00475849,0.0012,0.0012,3,3,-0.00450424,-0.00450424
0.295,15000,15000,2.23746e-05,2.23746e-05,6.58685e-06,6.58685e-06,-2.23746e-05,-2.23746e-05,0.00149694,0.00149694,-0.00449075,-0.00449075,0,0,0,0,20000,20000,0.00474253,0.00474253,6.82049e-05,6.82049e-05,-0.000229407,-0.000229407,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00472016,0.00472016,720,720,0.00474253,0.00474253,0.0012,0.0012,3,3,-0.00449075,-0.00449075
0.296,15000,15000,2.21545e-05,2.21545e-05,6.56489e-06,6.56489e-06,-2.21545e-05,-2.21545e-05,0.00149246,0.00149246,-0.0044773,-0.0044773,0,0,0,0,20000,20000,0.00472672,0.00472672,6.79795e-05,6.79795e-05,-0.000227269,-0.000227269,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00470457,0.00470457,720,720,0.00472672,0.00472672,0.0012,0.0012,3,3,-0.0044773,-0.0044773
0.297,15000,15000,2.1944e-05,2.1944e-05,6.54313e-06,6.54313e-06,-2.1944e-05,-2.1944e-05,0.00148799,0.00148799,-0.00446389,-0.00446389,0,0,0,0,20000,20000,0.00471105,0.00471105,6.7756e-05,6.7756e-05,-0.000225221,-0.000225221,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00468911,0.00468911,720,720,0.00471105,0.00471105,0.0012,0.0012,3,3,-0.00446389,-0.00446389
0.298,15000,15000,2.17422e-05,2.17422e-05,6.52155e-06,6.52155e-06,-2.17422e-05,-2.17422e-05,0.00148353,0.00148353,-0.00445052,-0.00445052,0,0,0,0,20000,20000,0.00469551,0.00469551,6.75342e-05,6.75342e-05,-0.000223256,-0.000223256,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00467377,0.00467377,720,720,0.00469551,0.00469551,0.0012,0.0012,3,3,-0.00445052,-0.00445052
0.299,15000,15000,2.15482e-05,2.15482e-05,6.50014e-06,6.50014e-06,-2.15482e-05,-2.15482e-05,0.00147909,0.00147909,-0.00443719,-0.00443719,0,0,0,0,20000,20000,0.0046801,0.0046801,6.73141e-05,6.73141e-05,-0.000221365,-0.000221365,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00465855,0.00465855,720,720,0.0046801,0.0046801,0.0012,0.0012,3,3,-0.00443719,-0.00443719
0.3,15000,15000,2.13615e-05,2.13615e-05,6.47889e-06,6.47889e-06,-2.13615e-05,-2.13615e-05,0.00147466,0.00147466,-0.00442389,-0.00442389,0,0,0,0,20000,20000,0.0046648,0.0046648,6.70956e-05,6.70956e-05,-0.000219544,-0.000219544,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00464344,0.00464344,720,720,0.0046648,0.0046648,0.0012,0.0012,3,3,-0.00442389,-0.00442389
0.301,15000,15000,2.11813e-05,2.11813e-05,6.45779e-06,6.45779e-06,-2.11813e-05,-2.11813e-05,0.00147024,0.00147024,-0.00441064,-0.00441064,0,0,0,0,20000,20000,0.00464961,0.00464961,6.68786e-05,6.68786e-05,-0.000217783,-0.000217783,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00462843,0.00462843,720,720,0.00464961,0.00464961,0.0012,0.0012,3,3,-0.00441064,-0.00441064
0.302,15000,15000,2.1007e-05,2.1007e-05,6.43683e-06,6.43683e-06,-2.1007e-05,-2.1007e-05,0.00146584,0.00146584,-0.00439743,-0.00439743,0,0,0,0,20000,20000,0.00463452,0.00463452,6.66629e-05,6.66629e-05,-0.000216079,-0.000216079,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00461351,0.00461351,720,720,0.00463452,0.00463452,0.0012,0.0012,3,3,-0.00439743,-0.00439743
0.303,15000,15000,2.08379e-05,2.08379e-05,6.416e-06,6.416e-06,-2.08379e-05,-2.08379e-05,0.00146145,0.00146145,-0.00438426,-0.00438426,0,0,0,0,20000,20000,0.00461952,0.00461952,6.64486e-05,6.64486e-05,-0.000214425,-0.000214425,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00459868,0.00459868,720,720,0.00461952,0.00461952,0.0012,0.0012,3,3,-0.00438426,-0.00438426
0.304,15000,15000,2.06737e-05,2.06737e-05,6.3953e-06,6.3953e-06,-2.06737e-05,-2.06737e-05,0.00145707,0.00145707,-0.00437113,-0.00437113,0,0,0,0,20000,20000,0.00460462,0.00460462,6.62355e-05,6.62355e-05,-0.000212817,-0.000212817,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00458394,0.00458394,720,720,0.00460462,0.00460462,0.0012,0.0012,3,3,-0.00437113,-0.00437113
0.305,15000,15000,2.05147e-05,2.05147e-05,6.37473e-06,6.37473e-06,-2.05147e-05,-2.05147e-05,0.0014527,0.0014527,-0.00435803,-0.00435803,0,0,0,0,20000,20000,0.00458981,0.00458981,6.60237e-05,6.60237e-05,-0.00021126,-0.00021126,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00456929,0.00456929,720,720,0.00458981,0.00458981,0.0012,0.0012,3,3,-0.00435803,-0.00435803
0.306,15000,15000,2.03627e-05,2.03627e-05,6.35432e-06,6.35432e-06,-2.03627e-05,-2.03627e-05,0.00144835,0.00144835,-0.00434498,-0.00434498,0,0,0,0,20000,20000,0.00457511,0.00457511,6.58134e-05,6.58134e-05,-0.000209767,-0.000209767,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00455475,0.00455475,720,720,0.00457511,0.00457511,0.0012,0.0012,3,3,-0.00434498,-0.00434498
0.307,15000,15000,2.02151e-05,2.02151e-05,6.33402e-06,6.33402e-06,-2.02151e-05,-2.02151e-05,0.00144401,0.00144401,-0.00433196,-0.00433196,0,0,0,0,20000,20000,0.0045605,0.0045605,6.56043e-05,6.56043e-05,-0.000208318,-0.000208318,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00454028,0.00454028,720,720,0.0045605,0.0045605,0.0012,0.0012,3,3,-0.00433196,-0.00433196
0.308,15000,15000,2.00719e-05,2.00719e-05,6.31385e-06,6.31385e-06,-2.00719e-05,-2.00719e-05,0.00143969,0.00143969,-0.00431899,-0.00431899,0,0,0,0,20000,20000,0.00454597,0.00454597,6.53964e-05,6.53964e-05,-0.00020691,-0.00020691,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0045259,0.0045259,720,720,0.00454597,0.00454597,0.0012,0.0012,3,3,-0.00431899,-0.00431899
0.309,15000,15000,1.99329e-05,1.99329e-05,6.29378e-06,6.29378e-06,-1.99329e-05,-1.99329e-05,0.00143538,0.00143538,-0.00430605,-0.00430605,0,0,0,0,20000,20000,0.00453153,0.00453153,6.51896e-05,6.51896e-05,-0.000205543,-0.000205543,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00451159,0.00451159,720,720,0.00453153,0.00453153,0.0012,0.0012,3,3,-0.00430605,-0.00430605
0.31,15000,15000,1.97981e-05,1.97981e-05,6.27384e-06,6.27384e-06,-1.97981e-05,-1.97981e-05,0.00143108,0.00143108,-0.00429315,-0.00429315,0,0,0,0,20000,20000,0.00451716,0.00451716,6.49839e-05,6.49839e-05,-0.000204214,-0.000204214,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00449737,0.00449737,720,720,0.00451716,0.00451716,0.0012,0.0012,3,3,-0.00429315,-0.00429315
0.311,15000,15000,1.96673e-05,1.96673e-05,6.254e-06,6.254e-06,-1.96673e-05,-1.96673e-05,0.00142679,0.00142679,-0.00428029,-0.00428029,0,0,0,0,20000,20000,0.00450288,0.00450288,6.47794e-05,6.47794e-05,-0.000202925,-0.000202925,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00448322,0.00448322,720,720,0.00450288,0.00450288,0.0012,0.0012,3,3,-0.00428029,-0.00428029
0.312,15000,15000,1.95407e-05,1.95407e-05,6.23428e-06,6.23428e-06,-1.95407e-05,-1.95407e-05,0.00142252,0.00142252,-0.00426747,-0.00426747,0,0,0,0,20000,20000,0.00448868,0.00448868,6.4576e-05,6.4576e-05,-0.000201674,-0.000201674,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00446914,0.00446914,720,720,0.00448868,0.00448868,0.0012,0.0012,3,3,-0.00426747,-0.00426747
