environment | time (minute),GAP | GAP (dimensionless) | Run #1,GAP | GAP (dimensionless) | Run #2,GAP | GAP' (dimensionless/minute) | Run #1,GAP | GAP' (dimensionless/minute) | Run #2,Ras_GAP | Ras_GAP (dimensionless) | Run #1,Ras_GAP | Ras_GAP (dimensionless) | Run #2,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #1,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #2,Ras_Raf | Ras_Raf (dimensionless) | Run #1,Ras_Raf | Ras_Raf (dimensionless) | Run #2,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #1,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #2,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #1,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #2,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #1,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #2,RasGDP | RasGDP (dimensionless) | Run #1,RasGDP | RasGDP (dimensionless) | Run #2,RasGDP | RasGDP' (dimensionless/minute) | Run #1,RasGDP | RasGDP' (dimensionless/minute) | Run #2,RasGTP | RasGTP (dimensionless) | Run #1,RasGTP | RasGTP (dimensionless) | Run #2,RasGTP | RasGTP' (dimensionless/minute) | Run #1,RasGTP | RasGTP' (dimensionless/minute) | Run #2,ShcGS | ShcGS (dimensionless) | Run #1,ShcGS | ShcGS (dimensionless) | Run #2,ShcGS | ShcGS' (dimensionless/minute) | Run #1,ShcGS | ShcGS' (dimensionless/minute) | Run #2,v12 | k12 (first_order_rate_constant) | Run #1,v12 | k12 (first_order_rate_constant) | Run #2,v12 | kn12 (first_order_rate_constant) | Run #1,v12 | kn12 (first_order_rate_constant) | Run #2,v12 | v12 (first_order_rate_constant) | Run #1,v12 | v12 (first_order_rate_constant) | Run #2,v13 | k_13 (first_order_rate_constant) | Run #1,v13 | k_13 (first_order_rate_constant) | Run #2,v13 | v13 (first_order_rate_constant) | Run #1,v13 | v13 (first_order_rate_constant) | Run #2,v14 | k14 (first_order_rate_constant) | Run #1,v14 | k14 (first_order_rate_constant) | Run #2,v14 | kn14 (first_order_rate_constant) | Run #1,v14 | kn14 (first_order_rate_constant) | Run #2,v14 | v14 (first_order_rate_constant) | Run #1,v14 | v14 (first_order_rate_constant) | Run #2,v15 | k15 (first_order_rate_constant) | Run #1,v15 | k15 (first_order_rate_constant) | Run #2,v15 | v15 (first_order_rate_constant) | Run #1,v15 | v15 (first_order_rate_constant) | Run #2,v16 | k16 (first_order_rate_constant) | Run #1,v16 | k16 (first_order_rate_constant) | Run #2,v16 | kn16 (first_order_rate_constant) | Run #1,v16 | kn16 (first_order_rate_constant) | Run #2,v16 | v16 (first_order_rate_constant) | Run #1,v16 | v16 (first_order_rate_constant) | Run #2
0.134,15000,15000,0.144895,0.144895,0.00212001,0.00212001,-0.144895,-0.144895,0.00242606,0.00242606,-0.00725403,-0.00725403,0,0,0,0,20000,20000,1.52641,1.52641,0.0201162,0.0201162,-1.37426,-1.37426,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1.38152,1.38152,720,720,1.52641,1.52641,0.0012,0.0012,3,3,-0.00725403,-0.00725403
0.135,15000,15000,0.13528,0.13528,0.00197998,0.00197998,-0.13528,-0.13528,0.00241881,0.00241881,-0.00723389,-0.00723389,0,0,0,0,20000,20000,1.42559,1.42559,0.0187881,0.0187881,-1.28307,-1.28307,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1.29031,1.29031,720,720,1.42559,1.42559,0.0012,0.0012,3,3,-0.00723389,-0.00723389
0.136,15000,15000,0.126304,0.126304,0.00184924,0.00184924,-0.126304,-0.126304,0.00241159,0.00241159,-0.0072137,-0.0072137,0,0,0,0,20000,20000,1.33146,1.33146,0.0175481,0.0175481,-1.19794,-1.19794,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1.20515,1.20515,720,720,1.33146,1.33146,0.0012,0.0012,3,3,-0.0072137,-0.0072137
0.137,15000,15000,0.117923,0.117923,0.00172718,0.00172718,-0.117923,-0.117923,0.00240438,0.00240438,-0.00719348,-0.00719348,0,0,0,0,20000,20000,1.24357,1.24357,0.0163904,0.0163904,-1.11845,-1.11845,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1.12565,1.12565,720,720,1.24357,1.24357,0.0012,0.0012,3,3,-0.00719348,-0.00719348
0.138,15000,15000,0.110099,0.110099,0.00161322,0.00161322,-0.110099,-0.110099,0.0023972,0.0023972,-0.00717323,-0.00717323,0,0,0,0,20000,20000,1.16152,1.16152,0.0153095,0.0153095,-1.04424,-1.04424,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1.05142,1.05142,720,720,1.16152,1.16152,0.0012,0.0012,3,3,-0.00717323,-0.00717323
0.139,15000,15000,0.102794,0.102794,0.00150681,0.00150681,-0.102794,-0.102794,0.00239004,0.00239004,-0.00715295,-0.00715295,0,0,0,0,20000,20000,1.08491,1.08491,0.0143003,0.0143003,-0.974959,-0.974959,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.982112,0.982112,720,720,1.08491,1.08491,0.0012,0.0012,3,3,-0.00715295,-0.00715295
0.14,15000,15000,0.0959736,0.0959736,0.00140747,0.00140747,-0.0959736,-0.0959736,0.00238289,0.00238289,-0.00713265,-0.00713265,0,0,0,0,20000,20000,1.01338,1.01338,0.0133581,0.0133581,-0.910273,-0.910273,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.917405,0.917405,720,720,1.01338,1.01338,0.0012,0.0012,3,3,-0.00713265,-0.00713265
0.141,15000,15000,0.0896059,0.0896059,0.00131472,0.00131472,-0.0896059,-0.0896059,0.00237577,0.00237577,-0.00711234,-0.00711234,0,0,0,0,20000,20000,0.946598,0.946598,0.0124783,0.0124783,-0.849879,-0.849879,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.856992,0.856992,720,720,0.946598,0.946598,0.0012,0.0012,3,3,-0.00711234,-0.00711234
0.142,15000,15000,0.0836608,0.0836608,0.00122812,0.00122812,-0.0836608,-0.0836608,0.00236867,0.00236867,-0.00709202,-0.00709202,0,0,0,0,20000,20000,0.884248,0.884248,0.011657,0.011657,-0.793495,-0.793495,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.800587,0.800587,720,720,0.884248,0.884248,0.0012,0.0012,3,3,-0.00709202,-0.00709202
0.143,15000,15000,0.0781103,0.0781103,0.00114727,0.00114727,-0.0781103,-0.0781103,0.00236159,0.00236159,-0.0070717,-0.0070717,0,0,0,0,20000,20000,0.826034,0.826034,0.0108901,0.0108901,-0.740852,-0.740852,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.747923,0.747923,720,720,0.826034,0.826034,0.0012,0.0012,3,3,-0.0070717,-0.0070717
0.144,15000,15000,0.0729282,0.0729282,0.00107178,0.00107178,-0.0729282,-0.0729282,0.00235453,0.00235453,-0.00705137,-0.00705137,0,0,0,0,20000,20000,0.771682,0.771682,0.0101741,0.0101741,-0.691703,-0.691703,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.698754,0.698754,720,720,0.771682,0.771682,0.0012,0.0012,3,3,-0.00705137,-0.00705137
0.145,15000,15000,0.06809,0.06809,0.0010013,0.0010013,-0.06809,-0.06809,0.00234749,0.00234749,-0.00703105,-0.00703105,0,0,0,0,20000,20000,0.720936,0.720936,0.00950566,0.00950566,-0.645815,-0.645815,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.652846,0.652846,720,720,0.720936,0.720936,0.0012,0.0012,3,3,-0.00703105,-0.00703105
0.146,15000,15000,0.0635729,0.0635729,0.000935496,0.000935496,-0.0635729,-0.0635729,0.00234046,0.00234046,-0.00701074,-0.00701074,0,0,0,0,20000,20000,0.673557,0.673557,0.00888152,0.00888152,-0.602973,-0.602973,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.609984,0.609984,720,720,0.673557,0.673557,0.0012,0.0012,3,3,-0.00701074,-0.00701074
0.147,15000,15000,0.0593556,0.0593556,0.000874057,0.000874057,-0.0593556,-0.0593556,0.00233346,0.00233346,-0.00699043,-0.00699043,0,0,0,0,20000,20000,0.629321,0.629321,0.00829878,0.00829878,-0.562975,-0.562975,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.569965,0.569965,720,720,0.629321,0.629321,0.0012,0.0012,3,3,-0.00699043,-0.00699043
0.148,15000,15000,0.0554181,0.0554181,0.000816693,0.000816693,-0.0554181,-0.0554181,0.00232648,0.00232648,-0.00697015,-0.00697015,0,0,0,0,20000,20000,0.588019,0.588019,0.0077547,0.0077547,-0.525631,-0.525631,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.532601,0.532601,720,720,0.588019,0.588019,0.0012,0.0012,3,3,-0.00697015,-0.00697015
0.149,15000,15000,0.051742,0.051742,0.000763135,0.000763135,-0.051742,-0.051742,0.00231952,0.00231952,-0.00694987,-0.00694987,0,0,0,0,20000,20000,0.549457,0.549457,0.00724671,0.00724671,-0.490765,-0.490765,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.497715,0.497715,720,720,0.549457,0.549457,0.0012,0.0012,3,3,-0.00694987,-0.00694987
0.15,15000,15000,0.0483099,0.0483099,0.00071313,0.00071313,-0.0483099,-0.0483099,0.00231258,0.00231258,-0.00692962,-0.00692962,0,0,0,0,20000,20000,0.513453,0.513453,0.00677242,0.00677242,-0.458214,-0.458214,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.465143,0.465143,720,720,0.513453,0.513453,0.0012,0.0012,3,3,-0.00692962,-0.00692962
0.151,15000,15000,0.0451056,0.0451056,0.000666441,0.000666441,-0.0451056,-0.0451056,0.00230566,0.00230566,-0.0069094,-0.0069094,0,0,0,0,20000,20000,0.479838,0.479838,0.00632958,0.00632958,-0.427823,-0.427823,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.434732,0.434732,720,720,0.479838,0.479838,0.0012,0.0012,3,3,-0.0069094,-0.0069094
0.152,15000,15000,0.0421139,0.0421139,0.000622849,0.000622849,-0.0421139,-0.0421139,0.00229877,0.00229877,-0.0068892,-0.0068892,0,0,0,0,20000,20000,0.448452,0.448452,0.00591611,0.00591611,-0.399448,-0.399448,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.406338,0.406338,720,720,0.448452,0.448452,0.0012,0.0012,3,3,-0.0068892,-0.0068892
0.153,15000,15000,0.0393207,0.0393207,0.000582149,0.000582149,-0.0393207,-0.0393207,0.00229189,0.00229189,-0.00686902,-0.00686902,0,0,0,0,20000,20000,0.419147,0.419147,0.00553007,0.00553007,-0.372957,-0.372957,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.379826,0.379826,720,720,0.419147,0.419147,0.0012,0.0012,3,3,-0.00686902,-0.00686902
0.154,15000,15000,0.036713,0.036713,0.000544147,0.000544147,-0.036713,-0.036713,0.00228503,0.00228503,-0.00684888,-0.00684888,0,0,0,0,20000,20000,0.391786,0.391786,0.00516963,0.00516963,-0.348224,-0.348224,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.355073,0.355073,720,720,0.391786,0.391786,0.0012,0.0012,3,3,-0.00684888,-0.00684888
0.155,15000,15000,0.0342783,0.0342783,0.000508666,0.000508666,-0.0342783,-0.0342783,0.00227819,0.00227819,-0.00682876,-0.00682876,0,0,0,0,20000,20000,0.36624,0.36624,0.00483309,0.00483309,-0.325133,-0.325133,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.331962,0.331962,720,720,0.36624,0.36624,0.0012,0.0012,3,3,-0.00682876,-0.00682876
0.156,15000,15000,0.0320052,0.0320052,0.000475538,0.000475538,-0.0320052,-0.0320052,0.00227137,0.00227137,-0.00680869,-0.00680869,0,0,0,0,20000,20000,0.342387,0.342387,0.00451886,0.00451886,-0.303574,-0.303574,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.310382,0.310382,720,720,0.342387,0.342387,0.0012,0.0012,3,3,-0.00680869,-0.00680869
0.157,15000,15000,0.0298829,0.0298829,0.000444607,0.000444607,-0.0298829,-0.0298829,0.00226457,0.00226457,-0.00678864,-0.00678864,0,0,0,0,20000,20000,0.320117,0.320117,0.00422547,0.00422547,-0.283445,-0.283445,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.290234,0.290234,720,720,0.320117,0.320117,0.0012,0.0012,3,3,-0.00678864,-0.00678864
0.158,15000,15000,0.0279015,0.0279015,0.000415726,0.000415726,-0.0279015,-0.0279015,0.00225779,0.00225779,-0.00676863,-0.00676863,0,0,0,0,20000,20000,0.299323,0.299323,0.00395154,0.00395154,-0.264653,-0.264653,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.271422,0.271422,720,720,0.299323,0.299323,0.0012,0.0012,3,3,-0.00676863,-0.00676863
0.159,15000,15000,0.0260516,0.0260516,0.000388761,0.000388761,-0.0260516,-0.0260516,0.00225103,0.00225103,-0.00674867,-0.00674867,0,0,0,0,20000,20000,0.279908,0.279908,0.00369576,0.00369576,-0.247108,-0.247108,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.253856,0.253856,720,720,0.279908,0.279908,0.0012,0.0012,3,3,-0.00674867,-0.00674867
0.16,15000,15000,0.0243244,0.0243244,0.000363583,0.000363583,-0.0243244,-0.0243244,0.00224429,0.00224429,-0.00672874,-0.00672874,0,0,0,0,20000,20000,0.26178,0.26178,0.00345694,0.00345694,-0.230727,-0.230727,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.237456,0.237456,720,720,0.26178,0.26178,0.0012,0.0012,3,3,-0.00672874,-0.00672874
0.161,15000,15000,0.0227119,0.0227119,0.000340075,0.000340075,-0.0227119,-0.0227119,0.00223758,0.00223758,-0.00670885,-0.00670885,0,0,0,0,20000,20000,0.244854,0.244854,0.00323395,0.00323395,-0.215433,-0.215433,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.222142,0.222142,720,720,0.244854,0.244854,0.0012,0.0012,3,3,-0.00670885,-0.00670885
0.162,15000,15000,0.0212064,0.0212064,0.000318125,0.000318125,-0.0212064,-0.0212064,0.00223088,0.00223088,-0.006689,-0.006689,0,0,0,0,20000,20000,0.22905,0.22905,0.00302574,0.00302574,-0.201154,-0.201154,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.207843,0.207843,720,720,0.22905,0.22905,0.0012,0.0012,3,3,-0.006689,-0.006689
0.163,15000,15000,0.0198008,0.0198008,0.00029763,0.00029763,-0.0198008,-0.0198008,0.0022242,0.0022242,-0.0066692,-0.0066692,0,0,0,0,20000,20000,0.214293,0.214293,0.00283134,0.00283134,-0.187823,-0.187823,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.194493,0.194493,720,720,0.214293,0.214293,0.0012,0.0012,3,3,-0.0066692,-0.0066692
0.164,15000,15000,0.0184886,0.0184886,0.000278494,0.000278494,-0.0184886,-0.0184886,0.00221754,0.00221754,-0.00664944,-0.00664944,0,0,0,0,20000,20000,0.200516,0.200516,0.00264982,0.00264982,-0.175378,-0.175378,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.182027,0.182027,720,720,0.200516,0.200516,0.0012,0.0012,3,3,-0.00664944,-0.00664944
0.165,15000,15000,0.0172635,0.0172635,0.000260626,0.000260626,-0.0172635,-0.0172635,0.0022109,0.0022109,-0.00662972,-0.00662972,0,0,0,0,20000,20000,0.187651,0.187651,0.00248033,0.00248033,-0.163758,-0.163758,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.170387,0.170387,720,720,0.187651,0.187651,0.0012,0.0012,3,3,-0.00662972,-0.00662972
0.166,15000,15000,0.0161196,0.0161196,0.000243943,0.000243943,-0.0161196,-0.0161196,0.00220428,0.00220428,-0.00661005,-0.00661005,0,0,0,0,20000,20000,0.175639,0.175639,0.00232207,0.00232207,-0.152909,-0.152909,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.159519,0.159519,720,720,0.175639,0.175639,0.0012,0.0012,3,3,-0.00661005,-0.00661005
0.167,15000,15000,0.0150518,0.0150518,0.000228366,0.000228366,-0.0150518,-0.0150518,0.00219768,0.00219768,-0.00659043,-0.00659043,0,0,0,0,20000,20000,0.164424,0.164424,0.00217432,0.00217432,-0.142781,-0.142781,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.149372,0.149372,720,720,0.164424,0.164424,0.0012,0.0012,3,3,-0.00659043,-0.00659043
0.168,15000,15000,0.0140549,0.0140549,0.000213822,0.000213822,-0.0140549,-0.0140549,0.0021911,0.0021911,-0.00657085,-0.00657085,0,0,0,0,20000,20000,0.153952,0.153952,0.00203635,0.00203635,-0.133326,-0.133326,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.139897,0.139897,720,720,0.153952,0.153952,0.0012,0.0012,3,3,-0.00657085,-0.00657085
0.169,15000,15000,0.013124,0.013124,0.00020024,0.00020024,-0.013124,-0.013124,0.00218454,0.00218454,-0.00655132,-0.00655132,0,0,0,0,20000,20000,0.144173,0.144173,0.00190751,0.00190751,-0.124497,-0.124497,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.131049,0.131049,720,720,0.144173,0.144173,0.0012,0.0012,3,3,-0.00655132,-0.00655132
0.17,15000,15000,0.012255,0.012255,0.000187559,0.000187559,-0.012255,-0.012255,0.002178,0.002178,-0.00653184,-0.00653184,0,0,0,0,20000,20000,0.135043,0.135043,0.00178722,0.00178722,-0.116256,-0.116256,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.122788,0.122788,720,720,0.135043,0.135043,0.0012,0.0012,3,3,-0.00653184,-0.00653184
0.171,15000,15000,0.0114437,0.0114437,0.000175718,0.000175718,-0.0114437,-0.0114437,0.00217147,0.00217147,-0.00651241,-0.00651241,0,0,0,0,20000,20000,0.126517,0.126517,0.00167489,0.00167489,-0.108561,-0.108561,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.115074,0.115074,720,720,0.126517,0.126517,0.0012,0.0012,3,3,-0.00651241,-0.00651241
0.172,15000,15000,0.0106862,0.0106862,0.00016466,0.00016466,-0.0106862,-0.0106862,0.00216497,0.00216497,-0.00649303,-0.00649303,0,0,0,0,20000,20000,0.118556,0.118556,0.00156999,0.00156999,-0.101376,-0.101376,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.107869,0.107869,720,720,0.118556,0.118556,0.0012,0.0012,3,3,-0.00649303,-0.00649303
0.173,15000,15000,0.0099789,0.0099789,0.000154334,0.000154334,-0.0099789,-0.0099789,0.00215849,0.00215849,-0.0064737,-0.0064737,0,0,0,0,20000,20000,0.111121,0.111121,0.00147202,0.00147202,-0.0946681,-0.0946681,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.101142,0.101142,720,720,0.111121,0.111121,0.0012,0.0012,3,3,-0.0064737,-0.0064737
0.174,15000,15000,0.00931858,0.00931858,0.000144692,0.000144692,-0.00931858,-0.00931858,0.00215202,0.00215202,-0.00645441,-0.00645441,0,0,0,0,20000,20000,0.104178,0.104178,0.00138055,0.00138055,-0.0884053,-0.0884053,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0948597,0.0948597,720,720,0.104178,0.104178,0.0012,0.0012,3,3,-0.00645441,-0.00645441
0.175,15000,15000,0.00870203,0.00870203,0.000135687,0.000135687,-0.00870203,-0.00870203,0.00214558,0.00214558,-0.00643518,-0.00643518,0,0,0,0,20000,20000,0.0976948,0.0976948,0.00129512,0.00129512,-0.0825576,-0.0825576,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0889928,0.0889928,720,720,0.0976948,0.0976948,0.0012,0.0012,3,3,-0.00643518,-0.00643518
0.176,15000,15000,0.00812633,0.00812633,0.000127277,0.000127277,-0.00812633,-0.00812633,0.00213915,0.00213915,-0.006416,-0.006416,0,0,0,0,20000,20000,0.0916397,0.0916397,0.00121533,0.00121533,-0.0770974,-0.0770974,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0835134,0.0835134,720,720,0.0916397,0.0916397,0.0012,0.0012,3,3,-0.006416,-0.006416
0.177,15000,15000,0.00758885,0.00758885,0.000119424,0.000119424,-0.00758885,-0.00758885,0.00213275,0.00213275,-0.00639687,-0.00639687,0,0,0,0,20000,20000,0.0859854,0.0859854,0.00114083,0.00114083,-0.0719997,-0.0719997,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0783965,0.0783965,720,720,0.0859854,0.0859854,0.0012,0.0012,3,3,-0.00639687,-0.00639687
0.178,15000,15000,0.00708701,0.00708701,0.00011209,0.00011209,-0.00708701,-0.00708701,0.00212636,0.00212636,-0.00637779,-0.00637779,0,0,0,0,20000,20000,0.0807048,0.0807048,0.00107124,0.00107124,-0.06724,-0.06724,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0736178,0.0736178,720,720,0.0807048,0.0807048,0.0012,0.0012,3,3,-0.00637779,-0.00637779
0.179,15000,15000,0.00661844,0.00661844,0.00010524,0.00010524,-0.00661844,-0.00661844,0.00211999,0.00211999,-0.00635877,-0.00635877,0,0,0,0,20000,20000,0.0757731,0.0757731,0.00100625,0.00100625,-0.0627959,-0.0627959,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0691547,0.0691547,720,720,0.0757731,0.0757731,0.0012,0.0012,3,3,-0.00635877,-0.00635877
0.18,15000,15000,0.00618099,0.00618099,9.8844e-05,9.8844e-05,-0.00618099,-0.00618099,0.00211364,0.00211364,-0.00633979,-0.00633979,0,0,0,0,20000,20000,0.0711677,0.0711677,0.000945564,0.000945564,-0.0586469,-0.0586469,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0649867,0.0649867,720,720,0.0711677,0.0711677,0.0012,0.0012,3,3,-0.00633979,-0.00633979
0.181,15000,15000,0.00577257,0.00577257,9.28703e-05,9.28703e-05,-0.00577257,-0.00577257,0.00210731,0.00210731,-0.00632087,-0.00632087,0,0,0,0,20000,20000,0.0668666,0.0668666,0.000888883,0.000888883,-0.0547732,-0.0547732,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.061094,0.061094,720,720,0.0668666,0.0668666,0.0012,0.0012,3,3,-0.00632087,-0.00632087
0.182,15000,15000,0.00539122,0.00539122,8.7291e-05,8.7291e-05,-0.00539122,-0.00539122,0.002101,0.002101,-0.006302,-0.006302,0,0,0,0,20000,20000,0.0628495,0.0628495,0.000835944,0.000835944,-0.0511563,-0.0511563,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0574583,0.0574583,720,720,0.0628495,0.0628495,0.0012,0.0012,3,3,-0.006302,-0.006302
0.183,15000,15000,0.00503521,0.00503521,8.20806e-05,8.20806e-05,-0.00503521,-0.00503521,0.00209471,0.00209471,-0.00628318,-0.00628318,0,0,0,0,20000,20000,0.059098,0.059098,0.000786502,0.000786502,-0.0477796,-0.0477796,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0540628,0.0540628,720,720,0.059098,0.059098,0.0012,0.0012,3,3,-0.00628318,-0.00628318
0.184,15000,15000,0.00470283,0.00470283,7.72145e-05,7.72145e-05,-0.00470283,-0.00470283,0.00208843,0.00208843,-0.00626441,-0.00626441,0,0,0,0,20000,20000,0.0555944,0.0555944,0.000740326,0.000740326,-0.0446272,-0.0446272,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0508916,0.0508916,720,720,0.0555944,0.0555944,0.0012,0.0012,3,3,-0.00626441,-0.00626441
0.185,15000,15000,0.00439249,0.00439249,7.26694e-05,7.26694e-05,-0.00439249,-0.00439249,0.00208218,0.00208218,-0.0062457,-0.0062457,0,0,0,0,20000,20000,0.0523219,0.0523219,0.000697195,0.000697195,-0.0416838,-0.0416838,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0479295,0.0479295,720,720,0.0523219,0.0523219,0.0012,0.0012,3,3,-0.0062457,-0.0062457
0.186,15000,15000,0.00410274,0.00410274,6.84241e-05,6.84241e-05,-0.00410274,-0.00410274,0.00207594,0.00207594,-0.00622704,-0.00622704,0,0,0,0,20000,20000,0.0492653,0.0492653,0.000656907,0.000656907,-0.0389356,-0.0389356,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0451626,0.0451626,720,720,0.0492653,0.0492653,0.0012,0.0012,3,3,-0.00622704,-0.00622704
0.187,15000,15000,0.00383223,0.00383223,6.44592e-05,6.44592e-05,-0.00383223,-0.00383223,0.00206972,0.00206972,-0.00620843,-0.00620843,0,0,0,0,20000,20000,0.0464106,0.0464106,0.000619279,0.000619279,-0.03637,-0.03637,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0425784,0.0425784,720,720,0.0464106,0.0464106,0.0012,0.0012,3,3,-0.00620843,-0.00620843
0.188,15000,15000,0.00357967,0.00357967,6.07555e-05,6.07555e-05,-0.00357967,-0.00357967,0.00206353,0.00206353,-0.00618988,-0.00618988,0,0,0,0,20000,20000,0.043744,0.043744,0.000584129,0.000584129,-0.0339744,-0.0339744,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0401643,0.0401643,720,720,0.043744,0.043744,0.0012,0.0012,3,3,-0.00618988,-0.00618988
0.189,15000,15000,0.00334383,0.00334383,5.72956e-05,5.72956e-05,-0.00334383,-0.00334383,0.00205734,0.00205734,-0.00617137,-0.00617137,0,0,0,0,20000,20000,0.0412528,0.0412528,0.00055129,0.00055129,-0.0317376,-0.0317376,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.037909,0.037909,720,720,0.0412528,0.0412528,0.0012,0.0012,3,3,-0.00617137,-0.00617137
